request_id,created_at,closed_at,status,priority,category,subcategory,location,team,owner,channel,sla_hours,resolution_hours,reopened,satisfaction_score,last_updated_at,source_system
SR-100407,2026-06-01T07:59:32.665874Z,2026-06-03T17:54:31.368907Z,Closed,Low,Permit & Compliance,Documentation review,North Service Center,Compliance Services,I. Adams,Mobile,96,57.92,No,5,2026-06-03T17:54:31.368907Z,Field App
SR-100404,2026-06-01T10:18:59.877334Z,2026-06-04T04:08:40.424805Z,Closed,Normal,Delivery & Fulfillment,Late delivery,West Service Center,Customer Care,K. Johnson,Email,48,65.83,No,4,2026-06-04T04:08:40.424805Z,Contact Center
SR-100408,2026-06-01T10:33:07.849929Z,2026-06-01T21:04:17.689846Z,Closed,Normal,General Inquiry,Status request,Central Service Center,Customer Care,E. Thompson,Web,48,10.52,No,,2026-06-01T21:04:17.689846Z,Service Portal
SR-100414,2026-06-01T11:39:19.520296Z,2026-06-02T06:17:47.332876Z,Closed,High,Billing & Payments,Refund request,North Service Center,Billing Operations,C. Davis,Web,16,18.64,No,4,2026-06-02T06:17:47.332876Z,Field App
SR-100410,2026-06-01T14:29:27.756551Z,2026-06-02T05:06:46.041335Z,Closed,Normal,General Inquiry,Service information,Central Service Center,Customer Care,E. Thompson,Email,48,14.62,No,,2026-06-02T05:06:46.041335Z,Contact Center
SR-100405,2026-06-01T17:01:53.212570Z,2026-06-03T07:20:28.557513Z,Closed,Low,Delivery & Fulfillment,Address correction,South Service Center,Customer Care,B. Martin,Phone,96,38.31,No,5,2026-06-03T07:20:28.557513Z,Contact Center
SR-100412,2026-06-01T18:07:12.083755Z,2026-06-02T19:25:55.081351Z,Closed,Low,Delivery & Fulfillment,Late delivery,North Service Center,Customer Care,K. Johnson,Walk-in,96,25.31,No,4,2026-06-02T19:25:55.081351Z,Service Portal
SR-100409,2026-06-01T18:39:28.426050Z,2026-06-08T02:40:41.425135Z,Closed,Low,Permit & Compliance,Policy clarification,Central Service Center,Compliance Services,F. Wright,Web,96,152.02,No,,2026-06-08T02:40:41.425135Z,Service Portal
SR-100413,2026-06-01T18:40:46.722549Z,2026-06-04T10:13:52.353164Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,K. Johnson,Web,48,63.55,No,3,2026-06-04T10:13:52.353164Z,Service Portal
SR-100411,2026-06-01T18:43:13.436781Z,2026-06-02T06:27:37.540159Z,Closed,Normal,Account Access,Permission request,Central Service Center,Technical Support,J. Brooks,Phone,48,11.74,No,5,2026-06-02T06:27:37.540159Z,Service Portal
SR-100403,2026-06-01T20:15:09.097455Z,2026-06-07T13:05:45.782922Z,Closed,Normal,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,H. Clark,Walk-in,48,136.84,No,4,2026-06-07T13:05:45.782922Z,Field App
SR-100421,2026-06-02T08:12:21.504236Z,2026-06-06T03:17:32.468709Z,Closed,Normal,Permit & Compliance,Application status,South Service Center,Compliance Services,I. Adams,Email,48,91.09,No,4,2026-06-06T03:17:32.468709Z,Service Portal
SR-100419,2026-06-02T08:18:04.803452Z,2026-06-04T23:57:41.668004Z,Closed,Normal,Billing & Payments,Payment failure,Central Service Center,Billing Operations,C. Davis,Web,48,63.66,Yes,4,2026-06-04T23:57:41.668004Z,Field App
SR-100422,2026-06-02T11:51:41.269219Z,2026-06-03T14:17:35.754774Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,,V. Hall,Web,48,26.43,No,5,2026-06-03T14:17:35.754774Z,Service Portal
SR-100418,2026-06-02T11:58:52.251701Z,2026-06-03T05:46:55.559963Z,Closed,Normal,Account Access,Identity verification,Central Service Center,Technical Support,A. Patel,Mobile,48,17.80,No,4,2026-06-03T05:46:55.559963Z,Service Portal
SR-100425,2026-06-02T13:06:22.596165Z,2026-06-03T11:36:54.837287Z,Closed,Low,Account Access,Identity verification,West Service Center,Technical Support,S. Rivera,Phone,96,22.51,Yes,,2026-06-03T11:36:54.837287Z,Contact Center
SR-100417,2026-06-02T13:25:58.056260Z,2026-06-03T09:16:24.431629Z,Closed,Normal,Billing & Payments,Refund request,Central Service Center,Billing Operations,R. Williams,Email,48,19.84,No,4,2026-06-03T09:16:24.431629Z,Service Portal
SR-100426,2026-06-02T15:48:54.715591Z,2026-06-03T22:40:16.499899Z,Closed,Low,Account Access,Password reset,Central Service Center,Technical Support,A. Patel,Mobile,96,30.86,No,4,2026-06-03T22:40:16.499899Z,Service Portal
SR-100427,2026-06-02T15:50:47.244466Z,2026-06-03T15:32:19.458903Z,Closed,High,Billing & Payments,Refund request,South Service Center,Billing Operations,R. Williams,Phone,16,23.69,No,3,2026-06-03T15:32:19.458903Z,Contact Center
SR-100415,2026-06-02T17:21:20.261787Z,2026-06-04T15:55:32.654689Z,Closed,Normal,Unmapped / Legacy,Invoice question,West Service Center,Billing Operations,R. Williams,Web,48,46.57,No,5,2026-06-04T15:55:32.654689Z,Service Portal
SR-100420,2026-06-02T18:24:34.968035Z,2026-06-04T06:36:48.360673Z,Closed,Normal,Permit & Compliance,Policy clarification,North Service Center,Compliance Services,G. Baker,Email,48,36.20,No,5,2026-06-04T06:36:48.360673Z,Service Portal
SR-100424,2026-06-02T18:57:49.677593Z,2026-06-04T19:17:24.067525Z,Closed,High,Equipment & Maintenance,Device repair,North Service Center,Field Operations,V. Hall,Web,16,48.33,No,4,2026-06-04T19:17:24.067525Z,Service Portal
SR-100416,2026-06-02T19:40:35.686958Z,2026-06-03T10:04:35.677424Z,Closed,Normal,General Inquiry,Service information,Central Service Center,Customer Care,E. Thompson,Mobile,48,14.40,No,,2026-06-03T10:04:35.677424Z,Service Portal
SR-100423,2026-06-02T19:56:34.233783Z,2026-06-05T06:27:52.243263Z,Closed,High,Permit & Compliance,Documentation review,West Service Center,Compliance Services,F. Wright,Web,16,58.52,No,4,2026-06-05T06:27:52.243263Z,Service Portal
SR-100435,2026-06-03T07:38:42.353679Z,2026-06-04T02:42:54.183002Z,Closed,Low,General Inquiry,Feedback,Central Service Center,Customer Care,E. Thompson,Phone,96,19.07,No,5,2026-06-04T02:42:54.183002Z,Contact Center
SR-100436,2026-06-03T09:29:42.520377Z,2026-06-04T16:46:20.396565Z,Closed,High,Delivery & Fulfillment,Late delivery,North Service Center,Customer Care,B. Martin,Web,16,31.28,No,3,2026-06-04T16:46:20.396565Z,Service Portal
SR-100437,2026-06-03T11:16:06.656662Z,2026-06-04T20:06:36.410784Z,Closed,Normal,General Inquiry,Status request,Remote,Customer Care,D. Wilson,Phone,48,32.84,No,5,2026-06-04T20:06:36.410784Z,Contact Center
SR-100430,2026-06-03T11:57:35.876310Z,2026-06-04T16:39:39.649766Z,Closed,High,Permit & Compliance,Documentation review,Central Service Center,Compliance Services,O. Scott,Web,16,28.70,No,4,2026-06-04T16:39:39.649766Z,Service Portal
SR-100431,2026-06-03T12:52:04.273531Z,2026-06-04T11:30:08.788646Z,Closed,Normal,Billing & Payments,Refund request,North Service Center,Billing Operations,R. Williams,Web,48,22.63,Yes,4,2026-06-04T11:30:08.788646Z,Service Portal
SR-100429,2026-06-03T14:09:19.275544Z,2026-06-04T20:02:05.765335Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Remote,Customer Care,K. Johnson,Walk-in,48,29.88,No,4,2026-06-04T20:02:05.765335Z,Service Portal
SR-100428,2026-06-03T14:47:59.946166Z,2026-06-04T00:43:24.365554Z,Closed,Low,Account Access,Permission request,North Service Center,Technical Support,M. Chen,Web,96,9.92,No,5,2026-06-04T00:43:24.365554Z,Contact Center
SR-100433,2026-06-03T17:05:41.108825Z,2026-06-05T11:54:37.444342Z,Closed,Low,General Inquiry,Service information,West Service Center,Customer Care,D. Wilson,Phone,96,42.82,No,3,2026-06-05T11:54:37.444342Z,Service Portal
SR-100432,2026-06-03T17:52:22.913863Z,2026-06-04T20:34:00.342448Z,Closed,Low,Delivery & Fulfillment,Late delivery,Remote,Customer Care,E. Thompson,Walk-in,96,26.69,No,4,2026-06-04T20:34:00.342448Z,Service Portal
SR-100434,2026-06-03T18:26:54.041645Z,2026-06-05T15:43:43.509156Z,Closed,Normal,Equipment & Maintenance,Replacement request,South Service Center,Field Operations,N. Lewis,Phone,48,45.28,No,5,2026-06-05T15:43:43.509156Z,Field App
SR-100438,2026-06-03T19:07:29.821701Z,2026-06-03T23:42:53.501647Z,Closed,Normal,Account Access,Permission request,North Service Center,Technical Support,A. Patel,Email,48,4.59,No,4,2026-06-03T23:42:53.501647Z,Service Portal
SR-100442,2026-06-04T08:27:31.539609Z,2026-06-04T15:36:41.261490Z,Closed,Normal,Account Access,Password reset,North Service Center,Technical Support,A. Patel,Phone,48,7.15,No,,2026-06-04T15:36:41.261490Z,Service Portal
SR-100447,2026-06-04T09:55:02.963724Z,2026-06-05T16:36:39.344308Z,Closed,Low,Billing & Payments,Invoice question,North Service Center,Billing Operations,R. Williams,Phone,96,30.69,No,5,2026-06-05T16:36:39.344308Z,Service Portal
SR-100446,2026-06-04T11:32:21.375455Z,2026-06-04T18:29:06.678137Z,Closed,Normal,General Inquiry,Service information,North Service Center,Customer Care,D. Wilson,Mobile,48,6.95,No,,2026-06-04T18:29:06.678137Z,Service Portal
SR-100441,2026-06-04T11:42:59.428708Z,2026-06-05T07:35:14.609680Z,Closed,Low,General Inquiry,Status request,Central Service Center,Customer Care,D. Wilson,Web,96,19.87,No,,2026-06-05T07:35:14.609680Z,Service Portal
SR-100448,2026-06-04T12:06:34.893849Z,2026-06-05T14:43:08.348481Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,H. Clark,Web,48,26.61,No,4,2026-06-05T14:43:08.348481Z,Contact Center
SR-100444,2026-06-04T15:17:05.438521Z,2026-06-05T16:09:48.960728Z,Closed,Normal,Billing & Payments,Refund request,North Service Center,Billing Operations,C. Davis,Walk-in,48,24.88,No,5,2026-06-05T16:09:48.960728Z,Contact Center
SR-100454,2026-06-04T15:20:22.052425Z,2026-06-05T23:05:05.922052Z,Closed,High,Delivery & Fulfillment,Damaged item,Remote,Customer Care,K. Johnson,Phone,16,31.75,No,4,2026-06-05T23:05:05.922052Z,Contact Center
SR-100440,2026-06-04T15:22:09.912755Z,2026-06-13T03:34:10.385479Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,South Service Center,Field Operations,P. Garcia,Walk-in,48,204.20,No,3,2026-06-13T03:34:10.385479Z,Contact Center
SR-100443,2026-06-04T16:51:45.824897Z,2026-06-05T03:26:12.704314Z,Closed,Low,Account Access,Password reset,Central Service Center,Technical Support,M. Chen,Walk-in,96,10.57,Yes,4,2026-06-05T03:26:12.704314Z,Service Portal
SR-100453,2026-06-04T17:10:27.619710Z,2026-06-05T22:28:55.257989Z,Closed,High,Billing & Payments,Payment failure,North Service Center,Billing Operations,T. Nguyen,Phone,16,29.31,No,4,2026-06-05T22:28:55.257989Z,Service Portal
SR-100445,2026-06-04T17:37:12.289031Z,2026-06-06T04:21:48.393083Z,Closed,Normal,Billing & Payments,Invoice question,North Service Center,Billing Operations,R. Williams,Email,48,34.74,No,4,2026-06-06T04:21:48.393083Z,Service Portal
SR-100452,2026-06-04T17:38:28.832773Z,2026-06-05T04:55:41.504648Z,Closed,Normal,Account Access,Permission request,West Service Center,Technical Support,S. Rivera,Web,48,11.29,No,,2026-06-05T04:55:41.504648Z,Service Portal
SR-100449,2026-06-04T18:00:06.173712Z,2026-06-05T13:32:15.256728Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,B. Martin,Walk-in,48,19.54,No,4,2026-06-05T13:32:15.256728Z,Service Portal
SR-100451,2026-06-04T18:23:11.145207Z,2026-06-05T08:32:43.618342Z,Closed,Normal,Account Access,Permission request,South Service Center,Technical Support,J. Brooks,Mobile,48,14.16,No,,2026-06-05T08:32:43.618342Z,Service Portal
SR-100450,2026-06-04T19:00:46.670673Z,2026-06-06T09:53:35.184419Z,Closed,Normal,Permit & Compliance,Documentation review,South Service Center,Compliance Services,I. Adams,Web,48,38.88,No,4,2026-06-06T09:53:35.184419Z,Service Portal
SR-100439,2026-06-04T20:10:28.722098Z,2026-06-05T04:16:12.729213Z,Closed,Critical,Delivery & Fulfillment,Late delivery,South Service Center,Customer Care,K. Johnson,Web,4,8.10,No,4,2026-06-05T04:16:12.729213Z,Field App
SR-100467,2026-06-05T08:34:48.448869Z,2026-06-06T21:36:21.042016Z,Closed,Normal,Equipment & Maintenance,Device repair,North Service Center,Field Operations,N. Lewis,Email,48,37.03,No,4,2026-06-06T21:36:21.042016Z,Service Portal
SR-100471,2026-06-05T09:12:38.674533Z,2026-06-08T06:44:28.724385Z,Closed,Normal,Permit & Compliance,Documentation review,West Service Center,Compliance Services,I. Adams,Web,48,69.53,No,5,2026-06-08T06:44:28.724385Z,Service Portal
SR-100460,2026-06-05T10:43:22.593935Z,2026-06-05T19:06:43.467898Z,Closed,Normal,Account Access,Permission request,Remote,Technical Support,M. Chen,Web,48,8.39,No,5,2026-06-05T19:06:43.467898Z,Service Portal
SR-100465,2026-06-05T11:59:27.810278Z,2026-06-05T22:40:17.171243Z,Closed,Normal,Account Access,Permission request,South Service Center,Technical Support,A. Patel,Phone,48,10.68,No,,2026-06-05T22:40:17.171243Z,Contact Center
SR-100468,2026-06-05T12:53:39.958126Z,2026-06-06T09:10:29.856350Z,Closed,High,Delivery & Fulfillment,Address correction,West Service Center,Customer Care,D. Wilson,Email,16,20.28,No,3,2026-06-06T09:10:29.856350Z,Contact Center
SR-100469,2026-06-05T12:55:33.820866Z,2026-06-07T14:26:02.779374Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,Remote,Field Operations,P. Garcia,Mobile,48,49.51,No,4,2026-06-07T14:26:02.779374Z,Service Portal
SR-100456,2026-06-05T13:27:46.445458Z,2026-06-07T10:04:11.001760Z,Closed,High,Equipment & Maintenance,Replacement request,North Service Center,Field Operations,H. Clark,Web,16,44.61,No,4,2026-06-07T10:04:11.001760Z,Service Portal
SR-100464,2026-06-05T13:48:26.587990Z,2026-06-06T10:59:33.952572Z,Closed,Low,Delivery & Fulfillment,Damaged item,Central Service Center,Customer Care,K. Johnson,Email,96,21.19,No,5,2026-06-06T10:59:33.952572Z,Service Portal
SR-100459,2026-06-05T14:22:58.282967Z,2026-06-05T19:45:52.029391Z,Closed,High,General Inquiry,Status request,North Service Center,Customer Care,K. Johnson,Web,16,5.38,No,4,2026-06-05T19:45:52.029391Z,Service Portal
SR-100466,2026-06-05T15:26:28.884119Z,2026-06-05T22:26:24.337998Z,Closed,Normal,Account Access,Permission request,Remote,Technical Support,J. Brooks,Web,48,7.00,No,4,2026-06-05T22:26:24.337998Z,Service Portal
SR-100455,2026-06-05T17:06:19.952940Z,2026-06-06T20:17:26.151330Z,Closed,Critical,Permit & Compliance,Application status,Remote,Compliance Services,I. Adams,Email,4,27.19,No,3,2026-06-06T20:17:26.151330Z,Contact Center
SR-100458,2026-06-05T17:31:53.779529Z,2026-06-07T12:53:20.722383Z,Closed,Normal,Billing & Payments,Refund request,West Service Center,Billing Operations,T. Nguyen,Phone,48,43.36,Yes,5,2026-06-07T12:53:20.722383Z,Service Portal
SR-100463,2026-06-05T18:24:21.748519Z,2026-06-06T03:52:01.378176Z,Closed,Critical,Billing & Payments,Refund request,Central Service Center,Billing Operations,C. Davis,Mobile,4,9.46,No,,2026-06-06T03:52:01.378176Z,Field App
SR-100462,2026-06-05T19:09:58.276580Z,2026-06-07T17:46:36.549889Z,Closed,Normal,Permit & Compliance,Policy clarification,Remote,Compliance Services,I. Adams,Email,48,46.61,No,5,2026-06-07T17:46:36.549889Z,Service Portal
SR-100461,2026-06-05T19:14:08.139865Z,2026-06-07T02:58:36.821881Z,Closed,High,Equipment & Maintenance,Device repair,North Service Center,Field Operations,V. Hall,Web,16,31.74,No,4,2026-06-07T02:58:36.821881Z,Service Portal
SR-100470,2026-06-05T19:49:55.320253Z,2026-06-07T19:15:34.935498Z,Closed,Normal,Delivery & Fulfillment,Late delivery,Central Service Center,Customer Care,B. Martin,Walk-in,48,47.43,Yes,5,2026-06-07T19:15:34.935498Z,Service Portal
SR-100457,2026-06-05T19:56:13.477321Z,2026-06-06T15:00:02.588493Z,Closed,Low,Account Access,Permission request,Remote,Technical Support,S. Rivera,Phone,96,19.06,No,4,2026-06-06T15:00:02.588493Z,Service Portal
SR-100475,2026-06-06T13:49:56.710755Z,2026-06-07T15:43:58.866966Z,Closed,High,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,H. Clark,Email,16,25.90,No,4,2026-06-07T15:43:58.866966Z,Service Portal
SR-100472,2026-06-06T14:09:07.308602Z,2026-06-08T20:45:56.446475Z,Closed,High,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,H. Clark,Email,16,54.61,No,4,2026-06-08T20:45:56.446475Z,Service Portal
SR-100476,2026-06-06T14:20:52.135835Z,2026-06-07T16:08:30.697395Z,Closed,Normal,Equipment & Maintenance,Device repair,Central Service Center,Field Operations,P. Garcia,Email,48,25.79,Yes,4,2026-06-07T16:08:30.697395Z,Service Portal
SR-100478,2026-06-06T15:32:08.602430Z,2026-06-08T03:55:40.444155Z,Closed,Normal,Delivery & Fulfillment,Damaged item,West Service Center,Customer Care,D. Wilson,Phone,48,36.39,No,4,2026-06-08T03:55:40.444155Z,Field App
SR-100473,2026-06-06T16:31:24.511888Z,2026-06-07T09:11:20.573374Z,Closed,Critical,Delivery & Fulfillment,Address correction,North Service Center,Customer Care,D. Wilson,Web,4,16.67,Yes,3,2026-06-07T09:11:20.573374Z,Service Portal
SR-100477,2026-06-06T18:20:16.947548Z,2026-06-07T18:29:41.850485Z,Closed,High,Billing & Payments,Invoice question,Central Service Center,Billing Operations,C. Davis,Phone,16,24.16,No,4,2026-06-07T18:29:41.850485Z,Contact Center
SR-100474,2026-06-06T18:51:30.952592Z,2026-06-09T20:41:21.570155Z,Closed,Normal,Equipment & Maintenance,Preventive maintenance,Central Service Center,Field Operations,P. Garcia,Phone,48,73.83,No,,2026-06-09T20:41:21.570155Z,Contact Center
SR-100481,2026-06-07T08:36:09.088959Z,2026-06-07T18:25:41.079200Z,Closed,High,General Inquiry,Status request,South Service Center,Customer Care,K. Johnson,Phone,16,9.83,No,4,2026-06-07T18:25:41.079200Z,Service Portal
SR-100488,2026-06-07T09:48:21.905550Z,2026-06-08T01:20:04.676054Z,Closed,Low,General Inquiry,Service information,West Service Center,Customer Care,K. Johnson,Mobile,96,15.53,No,,2026-06-08T01:20:04.676054Z,Contact Center
SR-100480,2026-06-07T11:52:33.489810Z,2026-06-08T16:06:52.496266Z,Closed,Normal,Delivery & Fulfillment,Damaged item,Remote,Customer Care,E. Thompson,Mobile,48,28.24,No,4,2026-06-08T16:06:52.496266Z,Contact Center
SR-100487,2026-06-07T12:22:53.890335Z,2026-06-10T01:13:07.380035Z,Closed,Low,Equipment & Maintenance,Device repair,South Service Center,Field Operations,V. Hall,Web,96,60.84,Yes,3,2026-06-10T01:13:07.380035Z,Service Portal
SR-100482,2026-06-07T12:36:33.525634Z,2026-06-09T04:09:18.407603Z,Closed,Low,Delivery & Fulfillment,Late delivery,North Service Center,Customer Care,D. Wilson,Walk-in,96,39.55,No,,2026-06-09T04:09:18.407603Z,Service Portal
SR-100486,2026-06-07T13:50:36.493732Z,2026-06-12T10:11:02.438688Z,Closed,Low,Equipment & Maintenance,Preventive maintenance,Remote,Field Operations,H. Clark,Phone,96,116.34,No,,2026-06-12T10:11:02.438688Z,Field App
SR-100485,2026-06-07T14:17:10.092342Z,2026-06-08T20:28:50.426866Z,Closed,High,Billing & Payments,Invoice question,Remote,Billing Operations,R. Williams,Phone,16,30.19,No,3,2026-06-08T20:28:50.426866Z,Contact Center
SR-100484,2026-06-07T15:59:10.758553Z,2026-06-08T21:04:32.732630Z,Closed,Normal,Billing & Payments,Payment failure,South Service Center,Billing Operations,R. Williams,Email,48,29.09,No,4,2026-06-08T21:04:32.732630Z,Service Portal
SR-100483,2026-06-07T16:32:06.889146Z,2026-06-08T06:30:27.149095Z,Closed,Normal,General Inquiry,Service information,West Service Center,Customer Care,E. Thompson,Mobile,48,13.97,No,4,2026-06-08T06:30:27.149095Z,Service Portal
SR-100489,2026-06-07T17:28:59.935520Z,2026-06-10T09:16:46.472422Z,Closed,Normal,Permit & Compliance,Application status,South Service Center,Compliance Services,O. Scott,Mobile,48,63.80,No,,2026-06-10T09:16:46.472422Z,Contact Center
